Id,SurveyId,HAEntityId,ComputerType,VendorId,VendorName,InUse,NofComputers,Planned,HowManyPlanned,OperatingSystem
208396,56503,865552,Thin Clients,-1,Not Reported,True,55.0,False,,Not Reported
208407,56505,865580,Desktops,-1,Not Reported,True,,False,,Not Reported
208593,56518,866248,Desktops,-1,Not Reported,True,,False,,Not Reported
208594,56518,866248,Laptops,-1,Not Reported,True,,False,,Not Reported
208610,56525,866422,Desktops,-1,Not Reported,True,,False,,Not Reported
208611,56525,866422,Laptops,-1,Not Reported,True,,False,,Not Reported
214122,57094,887568,Thin Clients,-1,Not Reported,True,5.0,False,,Not Reported
214123,57094,887569,Thin Clients,-1,Not Reported,True,5.0,False,,Not Reported
204883,55808,853330,Desktops,-1,Not Reported,True,150.0,False,,LINUX
204884,55808,853330,Laptops,-1,Not Reported,True,20.0,False,,LINUX
206191,56024,856011,Desktops,-1,Not Reported,True,,False,,Not Reported
206198,56026,856019,Thin Clients,-1,Not Reported,True,14.0,False,,Not Reported
206252,56044,856111,Thin Clients,-1,Not Reported,True,6.0,False,,Not Reported
206261,56045,856146,Desktops,-1,Not Reported,True,10.0,False,,WINDOWS XP
206262,56045,856146,Laptops,-1,Not Reported,True,5.0,False,,WINDOWS XP
206365,56049,856216,Laptops,-1,Not Reported,True,100.0,False,,Not Reported
206431,56061,856904,Thin Clients,-1,Not Reported,True,,False,,Not Reported
206446,56064,856941,Desktops,-1,Not Reported,True,1.0,False,,Not Reported
206540,56077,857233,Thin Clients,-1,Not Reported,True,,False,,Not Reported
206543,56077,857234,Thin Clients,-1,Not Reported,True,,False,,Not Reported
206546,56077,857235,Thin Clients,-1,Not Reported,True,,False,,Not Reported
206583,56081,857408,Desktops,-1,Not Reported,True,,False,,Not Reported
206600,56086,857448,Laptops,-1,Not Reported,True,20.0,False,,WINDOWS XP
206609,56088,857482,Desktops,-1,Not Reported,True,,False,,Not Reported
218520,56097,904992,Desktops,-1,Not Reported,False,,True,,Not Reported
206713,56107,857905,Desktops,-1,Not Reported,True,,False,,Not Reported
206718,56107,857907,Thin Clients,-1,Not Reported,True,75.0,False,,Not Reported
206744,56113,858211,Desktops,-1,Not Reported,True,,False,,Not Reported
206806,56131,858503,Desktops,-1,Not Reported,True,300.0,False,,WINDOWS NT
206807,56131,858503,Laptops,-1,Not Reported,True,62.0,False,,WINDOWS NT
206810,56133,858520,Desktops,-1,Not Reported,True,,False,,Not Reported
206811,56133,858520,Laptops,-1,Not Reported,True,,False,,Not Reported
206814,56134,858522,Thin Clients,-1,Not Reported,True,3.0,False,,Not Reported
206820,56135,858555,Thin Clients,-1,Not Reported,True,600.0,False,,Not Reported
206817,56134,858523,Thin Clients,-1,Not Reported,True,1.0,False,,Not Reported
206882,56146,858761,Thin Clients,-1,Not Reported,True,30.0,False,,Not Reported
206914,56156,858912,Desktops,-1,Not Reported,True,,False,,Not Reported
206917,56158,858940,Desktops,-1,Not Reported,True,,False,,Not Reported
206918,56158,858940,Laptops,-1,Not Reported,True,,False,,Not Reported
206933,56164,859068,Desktops,-1,Not Reported,True,,False,,Not Reported
206934,56164,859068,Laptops,-1,Not Reported,True,,False,,Not Reported
206966,56173,859198,Desktops,-1,Not Reported,True,200.0,False,,Not Reported
206967,56173,859198,Laptops,-1,Not Reported,True,70.0,False,,Not Reported
206992,56182,859261,Desktops,-1,Not Reported,True,,False,,Not Reported
207007,56189,859298,Laptops,-1,Not Reported,True,1.0,False,,Not Reported
207053,56201,859462,Laptops,-1,Not Reported,False,,True,20.0,WINDOWS 2008
207057,56202,859467,Thin Clients,-1,Not Reported,True,5.0,False,,Not Reported
207110,56215,859703,Laptops,-1,Not Reported,True,20.0,False,,WINDOWS 7
207111,56215,859703,Laptops,-1,Not Reported,False,,True,10.0,WINDOWS 7
207107,56215,859703,Desktops,-1,Not Reported,True,100.0,False,,WINDOWS 7
207108,56215,859703,Desktops,-1,Not Reported,False,,True,30.0,WINDOWS 7
207164,56223,860022,Thin Clients,-1,Not Reported,True,2.0,False,,OS400
207170,56224,860053,Thin Clients,-1,Not Reported,True,2.0,False,,Not Reported
207194,56231,860089,Desktops,-1,Not Reported,True,,False,,Not Reported
207206,56236,860136,Desktops,-1,Not Reported,False,,True,,WINDOWS XP
207233,56245,860231,Desktops,-1,Not Reported,True,40.0,False,,WINDOWS 2000
207253,56248,860283,Thin Clients,-1,Not Reported,True,25.0,False,,WINDOWS 7
207254,56248,860283,Thin Clients,-1,Not Reported,False,,True,25.0,WINDOWS 7
207332,56259,860509,Desktops,-1,Not Reported,True,25.0,False,,WINDOWS 98
207292,56260,860412,PC Blades,-1,Not Reported,True,,False,,Not Reported
207298,56262,860421,Desktops,-1,Not Reported,True,,False,,Not Reported
207334,56274,860515,Desktops,-1,Not Reported,True,,False,,Not Reported
207340,56277,860537,Desktops,-1,Not Reported,True,2000.0,False,,Not Reported
207341,56277,860537,Laptops,-1,Not Reported,True,200.0,False,,Not Reported
207361,56282,860658,Thin Clients,-1,Not Reported,True,,False,,Not Reported
207384,56284,860669,Desktops,-1,Not Reported,False,,True,,Not Reported
207385,56284,860669,Laptops,-1,Not Reported,True,,False,,Not Reported
207412,56294,860846,Thin Clients,-1,Not Reported,True,,False,,Not Reported
207416,56296,860863,Desktops,-1,Not Reported,True,,False,,Not Reported
207429,56300,860925,PC Blades,-1,Not Reported,True,1.0,False,,WINDOWS 2003
207490,56317,861372,Thin Clients,-1,Not Reported,True,8.0,False,,Not Reported
207497,56318,861380,Desktops,-1,Not Reported,True,20.0,False,,Not Reported
207506,56319,861400,Thin Clients,-1,Not Reported,True,375.0,False,,WINDOWS 8
207499,56318,861380,Thin Clients,-1,Not Reported,True,1.0,False,,Not Reported
207580,56349,861749,Thin Clients,-1,Not Reported,True,4.0,False,,Not Reported
207581,56349,861749,Laptops,-1,Not Reported,True,,False,,Not Reported
207603,56419,862118,Desktops,-1,Not Reported,True,,False,,Not Reported
207604,56419,862118,Laptops,-1,Not Reported,True,,False,,Not Reported
207612,56419,862121,Thin Clients,-1,Not Reported,True,,False,,Not Reported
207613,56419,862121,Laptops,-1,Not Reported,True,,False,,Not Reported
207614,56419,862121,Desktops,-1,Not Reported,True,,False,,Not Reported
207615,56419,862121,PC Blades,-1,Not Reported,True,,False,,Not Reported
207720,56422,862296,Desktops,-1,Not Reported,True,20.0,False,,WINDOWS XP
208636,56530,866506,Desktops,-1,Not Reported,True,,False,,Not Reported
208733,56541,866845,Desktops,-1,Not Reported,True,,False,,Not Reported
208745,56545,867125,Desktops,-1,Not Reported,True,2.0,False,,Not Reported
208766,56547,867287,Desktops,-1,Not Reported,True,300.0,False,,Not Reported
208768,56547,867287,Laptops,-1,Not Reported,True,20.0,False,,Not Reported
208769,56547,867287,Thin Clients,-1,Not Reported,True,2.0,False,,Not Reported
208770,56547,867288,Desktops,-1,Not Reported,True,,False,,Not Reported
208771,56547,867288,Laptops,-1,Not Reported,True,,False,,Not Reported
208810,56550,867474,Desktops,-1,Not Reported,False,,True,,Not Reported
208833,56550,867479,Laptops,-1,Not Reported,False,,True,,Not Reported
208834,56550,867479,Thin Clients,-1,Not Reported,True,,False,,Not Reported
208835,56550,867479,PC Blades,-1,Not Reported,True,,False,,Not Reported
208836,56550,867479,PC Blades,-1,Not Reported,False,,True,,Not Reported
208863,56554,867579,Thin Clients,-1,Not Reported,True,18.0,False,,OS400
208864,56554,867579,Thin Clients,-1,Not Reported,True,15.0,False,,WINDOWS 2000
208877,56555,867654,Thin Clients,-1,Not Reported,True,100.0,False,,Not Reported
208884,56556,867687,Thin Clients,-1,Not Reported,True,50.0,False,,Not Reported
208890,56556,867688,Thin Clients,-1,Not Reported,True,,False,,Not Reported
208917,56560,867800,PC Blades,-1,Not Reported,True,249.0,False,,
208918,56560,867800,Thin Clients,-1,Not Reported,True,5834.0,False,,CITRIX SYSTEMS
208913,56560,867799,PC Blades,-1,Not Reported,True,264.0,False,,LINUX
208914,56560,867799,Thin Clients,-1,Not Reported,True,6166.0,False,,CITRIX SYSTEMS
208894,56556,867689,Thin Clients,-1,Not Reported,True,,False,,Not Reported
209045,56573,868422,Desktops,-1,Not Reported,True,,False,,Not Reported
209046,56573,868423,Desktops,-1,Not Reported,True,,False,,Not Reported
209047,56573,868424,Desktops,-1,Not Reported,True,,False,,Not Reported
209048,56574,868475,Desktops,-1,Not Reported,True,,False,,Not Reported
209051,56574,868476,Desktops,-1,Not Reported,True,,False,,Not Reported
209077,56576,868511,Thin Clients,-1,Not Reported,True,,False,,Not Reported
209081,56576,868512,Thin Clients,-1,Not Reported,True,,False,,Not Reported
209095,56576,868516,Thin Clients,-1,Not Reported,True,,False,,Not Reported
209123,56577,868799,Desktops,-1,Not Reported,True,,False,,Not Reported
209124,56577,868799,Laptops,-1,Not Reported,True,,False,,Not Reported
209125,56577,868800,Desktops,-1,Not Reported,True,,False,,Not Reported
209126,56577,868800,Laptops,-1,Not Reported,True,,False,,Not Reported
209187,56582,868875,Desktops,-1,Not Reported,True,,False,,Not Reported
209188,56582,868876,Desktops,-1,Not Reported,True,,False,,Not Reported
209189,56582,868877,Desktops,-1,Not Reported,True,,False,,Not Reported
209190,56582,868878,Desktops,-1,Not Reported,True,,False,,Not Reported
209191,56582,868879,Desktops,-1,Not Reported,True,,False,,Not Reported
209238,56591,869124,Thin Clients,-1,Not Reported,False,,True,,Not Reported
209307,56597,869454,PC Blades,-1,Not Reported,True,500.0,False,,WINDOWS XP
213171,56597,884584,Laptops,-1,Not Reported,True,,False,,Not Reported
209333,56599,869520,Thin Clients,-1,Not Reported,True,10.0,False,,Not Reported
209352,56605,869618,Desktops,-1,Not Reported,False,,True,25.0,Not Reported
209347,56605,869618,Desktops,-1,Not Reported,True,300.0,False,,WINDOWS 2000
209389,56614,869926,Thin Clients,-1,Not Reported,True,1.0,False,,Not Reported
209394,56614,869928,Thin Clients,-1,Not Reported,True,1.0,False,,Not Reported
209418,56617,870046,Thin Clients,-1,Not Reported,True,40.0,False,,WINDOWS XP
209436,56620,870111,Thin Clients,-1,Not Reported,True,,False,,Not Reported
209446,56622,870177,Thin Clients,-1,Not Reported,False,,True,100.0,WINDOWS XP
209447,56622,870177,Thin Clients,-1,Not Reported,True,1000.0,False,,WINDOWS XP
209456,56622,870180,Thin Clients,-1,Not Reported,True,15.0,False,,Not Reported
209473,56623,870234,Desktops,-1,Not Reported,True,,False,,Not Reported
209478,56623,870236,Laptops,-1,Not Reported,False,,True,3.0,WINDOWS 2003
209514,56629,870395,Desktops,-1,Not Reported,True,,False,,Not Reported
209515,56629,870395,Laptops,-1,Not Reported,True,,False,,Not Reported
209522,56630,870438,Thin Clients,-1,Not Reported,True,559.0,False,,WINDOWS XP
209607,56653,870852,Laptops,-1,Not Reported,False,,True,50.0,WINDOWS 2003
209608,56653,870852,Desktops,-1,Not Reported,True,605.0,False,,Not Reported
209653,56655,871137,Desktops,-1,Not Reported,True,,False,,Not Reported
209599,56653,870851,Desktops,-1,Not Reported,True,78.0,False,,WINDOWS 98
209602,56653,870851,Thin Clients,-1,Not Reported,True,20.0,False,,Not Reported
209605,56653,870852,Thin Clients,-1,Not Reported,True,35.0,False,,CITRIX SYSTEMS
209682,56655,871151,Thin Clients,-1,Not Reported,True,175.0,False,,Not Reported
209684,56655,871153,Desktops,-1,Not Reported,True,,False,,Not Reported
209710,56656,871369,Thin Clients,-1,Not Reported,True,10.0,False,,AIX
209731,56658,871430,Thin Clients,-1,Not Reported,True,2.0,False,,Not Reported
209749,56663,871577,Thin Clients,-1,Not Reported,True,,False,,Not Reported
209911,56664,871615,Thin Clients,-1,Not Reported,True,16.0,False,,Not Reported
209916,56664,871617,Desktops,-1,Not Reported,True,,False,,Not Reported
210039,56675,872303,Desktops,-1,Not Reported,False,,True,,Not Reported
210040,56675,872303,Laptops,-1,Not Reported,False,,True,,Not Reported
210079,56678,872474,Laptops,-1,Not Reported,True,,False,,Not Reported
210084,56679,872510,Thin Clients,-1,Not Reported,True,,False,,Not Reported
210091,56679,872512,Thin Clients,-1,Not Reported,True,,False,,Not Reported
210088,56679,872511,Thin Clients,-1,Not Reported,True,,False,,Not Reported
210138,56683,872760,Desktops,-1,Not Reported,False,,True,150.0,WINDOWS XP
210139,56683,872760,Laptops,-1,Not Reported,False,,True,20.0,WINDOWS XP
210149,56683,872763,Laptops,-1,Not Reported,False,,True,10.0,WINDOWS 7
213210,56683,884761,Desktops,-1,Not Reported,True,,False,,Not Reported
213211,56683,884761,Laptops,-1,Not Reported,True,,False,,Not Reported
210146,56683,872763,Desktops,-1,Not Reported,True,300.0,False,,WINDOWS XP
210147,56683,872763,Desktops,-1,Not Reported,False,,True,30.0,WINDOWS XP
216197,56692,873708,Thin Clients,-1,Not Reported,False,,True,100.0,WINDOWS 10
211509,56731,876610,Thin Clients,-1,Not Reported,True,40.0,False,,Not Reported
211545,56738,876866,Desktops,-1,Not Reported,True,,False,,Not Reported
211688,56769,877722,Thin Clients,-1,Not Reported,True,1086.0,False,,LINUX
211743,56775,878109,Desktops,-1,Not Reported,True,,False,,Not Reported
211754,56777,878145,PC Blades,-1,Not Reported,True,12.0,False,,WINDOWS XP
211766,56780,878189,Desktops,-1,Not Reported,True,,False,,WINDOWS XP
211821,56793,878367,Desktops,-1,Not Reported,True,50.0,False,,Not Reported
211853,56801,878456,Desktops,-1,Not Reported,True,,False,,Not Reported
211869,56805,878508,Desktops,-1,Not Reported,True,64.0,False,,Not Reported
211941,56826,878842,Desktops,-1,Not Reported,True,,False,,Not Reported
211942,56826,878842,Laptops,-1,Not Reported,True,,False,,Not Reported
211964,56838,878906,Desktops,-1,Not Reported,True,,False,,Not Reported
211965,56839,878908,Desktops,-1,Not Reported,True,,False,,Not Reported
211966,56839,878908,Laptops,-1,Not Reported,True,,False,,Not Reported
211967,56840,878911,Desktops,-1,Not Reported,False,,True,,Not Reported
211968,56840,878911,Laptops,-1,Not Reported,True,,False,,Not Reported
211961,56836,878894,Desktops,-1,Not Reported,True,,False,,Not Reported
211962,56837,878899,Desktops,-1,Not Reported,True,,False,,Not Reported
211983,56842,878930,Laptops,-1,Not Reported,True,30.0,False,,Not Reported
212007,56850,879078,Desktops,-1,Not Reported,True,,False,,Not Reported
212013,56850,879080,Desktops,-1,Not Reported,True,,False,,Not Reported
212014,56850,879080,Laptops,-1,Not Reported,True,,False,,Not Reported
212015,56850,879081,Desktops,-1,Not Reported,True,,False,,Not Reported
212016,56850,879081,Laptops,-1,Not Reported,True,,False,,Not Reported
212038,56853,879184,PC Blades,-1,Not Reported,False,,True,25.0,Not Reported
212116,56867,879499,Laptops,-1,Not Reported,True,,False,,Not Reported
212119,56867,879501,Desktops,-1,Not Reported,True,,False,,Not Reported
212120,56867,879501,Laptops,-1,Not Reported,True,,False,,Not Reported
212128,56868,879557,Desktops,-1,Not Reported,True,,False,,Not Reported
212133,56868,879558,Thin Clients,-1,Not Reported,True,,False,,Not Reported
212134,56868,879558,PC Blades,-1,Not Reported,True,,False,,Not Reported
212137,56868,879559,Laptops,-1,Not Reported,True,,False,,Not Reported
212138,56868,879559,Thin Clients,-1,Not Reported,True,,False,,Not Reported
212139,56868,879559,PC Blades,-1,Not Reported,True,,False,,Not Reported
212141,56868,879560,Thin Clients,-1,Not Reported,True,30.0,False,,Not Reported
212130,56868,879557,PC Blades,-1,Not Reported,True,,False,,Not Reported
212158,56868,879564,Laptops,-1,Not Reported,True,,False,,Not Reported
212159,56868,879564,Thin Clients,-1,Not Reported,True,,False,,Not Reported
212165,56868,879565,Thin Clients,-1,Not Reported,True,,False,,Not Reported
212166,56868,879565,PC Blades,-1,Not Reported,True,,False,,Not Reported
212201,56873,879788,Desktops,-1,Not Reported,True,300.0,False,,Not Reported
212202,56873,879788,Desktops,-1,Not Reported,False,,True,,Not Reported
212383,56886,880142,Laptops,-1,Not Reported,True,,False,,Not Reported
212394,56890,880170,Desktops,-1,Not Reported,True,,False,,Not Reported
212395,56890,880171,Desktops,-1,Not Reported,True,,False,,Not Reported
212429,56898,880253,Desktops,-1,Not Reported,True,,False,,Not Reported
212430,56899,880256,Desktops,-1,Not Reported,True,400.0,False,,Not Reported
212431,56899,880256,Laptops,-1,Not Reported,True,20.0,False,,Not Reported
212432,56899,880256,Thin Clients,-1,Not Reported,True,,False,,Not Reported
212433,56899,880257,Desktops,-1,Not Reported,True,,False,,Not Reported
212434,56899,880257,Laptops,-1,Not Reported,True,,False,,Not Reported
212435,56899,880257,Thin Clients,-1,Not Reported,True,,False,,Not Reported
212461,56899,880262,Thin Clients,-1,Not Reported,False,,True,100.0,Not Reported
212544,56906,880745,Desktops,-1,Not Reported,True,,False,,Not Reported
212545,56906,880745,Laptops,-1,Not Reported,True,,False,,Not Reported
212557,56906,880750,Desktops,-1,Not Reported,True,,False,,Not Reported
212558,56906,880750,Laptops,-1,Not Reported,True,,False,,Not Reported
212561,56906,880751,Thin Clients,-1,Not Reported,True,5.0,False,,Not Reported
212563,56906,880752,Desktops,-1,Not Reported,True,,False,,Not Reported
212564,56906,880752,Laptops,-1,Not Reported,True,,False,,Not Reported
212565,56906,880753,Desktops,-1,Not Reported,True,,False,,Not Reported
212566,56906,880753,Laptops,-1,Not Reported,True,,False,,Not Reported
212569,56906,880754,Desktops,-1,Not Reported,False,,True,300.0,Not Reported
212577,56907,881333,Laptops,-1,Not Reported,True,50.0,False,,Not Reported
212579,56907,881334,Laptops,-1,Not Reported,True,50.0,False,,Not Reported
220587,56907,926980,Thin Clients,-1,Not Reported,True,,False,,Not Reported
212582,56907,881335,Laptops,-1,Not Reported,True,50.0,False,,Not Reported
212609,56913,881597,Desktops,-1,Not Reported,True,16.0,False,,WINDOWS XP
212613,56913,881597,Desktops,-1,Not Reported,True,,False,,WINDOWS 7
212614,56913,881597,Desktops,-1,Not Reported,True,,False,,VISTA
212618,56914,881600,Desktops,-1,Not Reported,False,,True,,Not Reported
212620,56914,881600,Thin Clients,-1,Not Reported,True,20.0,False,,Not Reported
212639,56921,881733,Thin Clients,-1,Not Reported,True,12.0,False,,Not Reported
212637,56921,881733,Thin Clients,-1,Not Reported,True,40.0,False,,WINDOWS 2000
212651,56924,881771,Desktops,-1,Not Reported,True,852.0,False,,Not Reported
212660,56924,881771,Thin Clients,-1,Not Reported,True,139.0,False,,Not Reported
212665,56925,881793,Desktops,-1,Not Reported,True,,False,,Not Reported
212666,56925,881793,Laptops,-1,Not Reported,True,,False,,Not Reported
212782,56930,882395,Thin Clients,-1,Not Reported,True,10.0,False,,Not Reported
212804,56932,882769,Desktops,-1,Not Reported,True,,False,,Not Reported
212924,56941,883485,Desktops,-1,Not Reported,True,220.0,False,,Not Reported
215450,56941,892156,Thin Clients,-1,Not Reported,True,,False,,Not Reported
215458,56941,892158,Thin Clients,-1,Not Reported,True,,False,,Not Reported
212937,56942,883538,Thin Clients,-1,Not Reported,True,,False,,Not Reported
212948,56942,883542,Thin Clients,-1,Not Reported,True,1200.0,False,,Not Reported
212958,56942,883552,Desktops,-1,Not Reported,True,897.0,False,,Not Reported
212953,56942,883547,Desktops,-1,Not Reported,True,452.0,False,,Not Reported
212969,56942,883559,Desktops,-1,Not Reported,True,405.0,False,,Not Reported
212970,56942,883560,Desktops,-1,Not Reported,True,462.0,False,,Not Reported
212989,56943,883844,Desktops,-1,Not Reported,True,,False,,Not Reported
213014,56950,883904,Desktops,-1,Not Reported,True,,False,,Not Reported
213015,56950,883904,Laptops,-1,Not Reported,True,,False,,Not Reported
213024,56952,883947,Desktops,-1,Not Reported,True,550.0,False,,WINDOWS XP
213036,56959,884019,Thin Clients,-1,Not Reported,True,170.0,False,,LINUX
216448,56960,884046,Desktops,-1,Not Reported,True,,False,,Not Reported
216449,56960,884046,Laptops,-1,Not Reported,True,,False,,Not Reported
213060,56964,884069,Thin Clients,-1,Not Reported,False,,True,,Not Reported
222402,56967,935903,Thin Clients,-1,Not Reported,True,50.0,False,,Not Reported
213094,56973,884308,Thin Clients,-1,Not Reported,False,,True,,WINDOWS 7
213105,56977,884341,Desktops,-1,Not Reported,True,,False,,Not Reported
213106,56977,884341,Laptops,-1,Not Reported,True,,False,,Not Reported
213139,56978,884354,Thin Clients,-1,Not Reported,True,250.0,False,,Not Reported
213161,56982,884517,PC Blades,-1,Not Reported,True,250.0,False,,WINDOWS 2000
213230,57000,884796,Desktops,-1,Not Reported,True,55.0,False,,Not Reported
213290,57005,885041,Laptops,-1,Not Reported,False,,True,700.0,Not Reported
213334,57017,885171,Desktops,-1,Not Reported,True,,False,,Not Reported
213341,57020,885187,Desktops,-1,Not Reported,True,,False,,Not Reported
213404,57027,885472,Desktops,-1,Not Reported,True,,False,,Not Reported
213439,57034,885569,Desktops,-1,Not Reported,False,,True,10.0,WINDOWS 8
213471,57038,885650,Desktops,-1,Not Reported,True,60.0,False,,Not Reported
213507,57052,885793,Desktops,-1,Not Reported,True,,False,,Not Reported
213504,57050,885776,Desktops,-1,Not Reported,True,15.0,False,,Not Reported
213580,57067,886032,Thin Clients,-1,Not Reported,True,50.0,False,,Not Reported
213626,57075,886310,Desktops,-1,Not Reported,True,10.0,False,,Not Reported
213632,57076,886316,Thin Clients,-1,Not Reported,False,,True,250.0,Z/OS
213707,57084,886489,Desktops,-1,Not Reported,True,17.0,False,,WINDOWS XP
214596,57084,889371,Thin Clients,-1,Not Reported,True,2.0,False,,LINUX
213714,57085,886503,Desktops,-1,Not Reported,True,10.0,False,,Not Reported
214016,57094,887502,Thin Clients,-1,Not Reported,True,3.0,False,,Not Reported
214020,57094,887504,Desktops,-1,Not Reported,False,,True,,Not Reported
214021,57094,887504,Laptops,-1,Not Reported,True,1.0,False,,WINDOWS XP
214022,57094,887504,Thin Clients,-1,Not Reported,True,1.0,False,,Not Reported
214032,57094,887507,Thin Clients,-1,Not Reported,True,120.0,False,,Not Reported
214066,57094,887521,Desktops,-1,Not Reported,True,25.0,False,,WINDOWS XP
214074,57094,887522,Desktops,-1,Not Reported,False,,True,,Not Reported
214075,57094,887526,Desktops,-1,Not Reported,True,,False,,Not Reported
214085,57094,887538,Desktops,-1,Not Reported,True,,False,,Not Reported
214089,57094,887540,Laptops,-1,Not Reported,True,14.0,False,,WINDOWS XP
214102,57094,887563,Desktops,-1,Not Reported,True,,False,,Not Reported
214110,57094,887565,Desktops,-1,Not Reported,True,,False,,Not Reported
214150,57094,887577,Desktops,-1,Not Reported,True,,False,,Not Reported
214221,57094,887611,Thin Clients,-1,Not Reported,True,4.0,False,,Not Reported
214248,57094,887625,Thin Clients,-1,Not Reported,True,600.0,False,,Not Reported
214265,57094,887640,Desktops,-1,Not Reported,True,20.0,False,,WINDOWS 2003
214407,57095,888564,Desktops,-1,Not Reported,True,49.0,False,,Not Reported
214412,57095,888564,Laptops,-1,Not Reported,True,20.0,False,,Not Reported
214465,57095,888588,Desktops,-1,Not Reported,True,,False,,WINDOWS 2000
214471,57095,888590,Laptops,-1,Not Reported,True,30.0,False,,Not Reported
214472,57095,888591,Desktops,-1,Not Reported,True,,False,,Not Reported
214473,57095,888591,Laptops,-1,Not Reported,True,,False,,Not Reported
214512,57095,888607,Desktops,-1,Not Reported,True,105.0,False,,Not Reported
214513,57095,888607,Laptops,-1,Not Reported,True,23.0,False,,Not Reported
214551,57099,889356,Desktops,-1,Not Reported,True,70.0,False,,WINDOWS 2003
214611,57103,889609,Laptops,-1,Not Reported,True,150.0,False,,WINDOWS 2000
214615,57103,889610,Laptops,-1,Not Reported,True,10.0,False,,WINDOWS 2000
214617,57103,889611,Laptops,-1,Not Reported,True,300.0,False,,WINDOWS XP
214621,57103,889612,Thin Clients,-1,Not Reported,True,3.0,False,,Not Reported
214622,57103,889613,Desktops,-1,Not Reported,True,,False,,Not Reported
214623,57103,889613,Laptops,-1,Not Reported,True,,False,,Not Reported
214656,57112,889826,Desktops,-1,Not Reported,True,,False,,Not Reported
214657,57112,889826,Laptops,-1,Not Reported,True,,False,,Not Reported
214671,57119,889880,Desktops,-1,Not Reported,False,,True,20.0,WINDOWS XP
214704,57132,890033,Desktops,-1,Not Reported,True,,False,,Not Reported
214705,57133,890038,Desktops,-1,Not Reported,True,,False,,Not Reported
214706,57133,890038,Laptops,-1,Not Reported,True,,False,,Not Reported
214728,57143,890126,Desktops,-1,Not Reported,True,150.0,False,,Not Reported
214755,57147,890150,Thin Clients,-1,Not Reported,True,35.0,False,,Not Reported
214778,57147,890158,Thin Clients,-1,Not Reported,False,,True,500.0,Not Reported
214776,57147,890158,Thin Clients,-1,Not Reported,True,100.0,False,,Not Reported
214862,57148,890410,Desktops,-1,Not Reported,True,,False,,Not Reported
214865,57148,890411,Desktops,-1,Not Reported,True,,False,,Not Reported
214866,57148,890411,Laptops,-1,Not Reported,True,,False,,Not Reported
214902,57149,890684,Laptops,-1,Not Reported,True,,False,,WINDOWS 2003
214930,57149,890690,Desktops,-1,Not Reported,True,,False,,Not Reported
214931,57149,890691,Laptops,-1,Not Reported,True,,False,,WINDOWS 2003
214943,57149,890694,Desktops,-1,Not Reported,True,,False,,Not Reported
214944,57149,890694,Laptops,-1,Not Reported,True,,False,,Not Reported
217463,57153,901114,Laptops,-1,Not Reported,False,,True,2.0,WINDOWS 7
