Id,SurveyId,HAEntityId,ADM,ADMPlanned,ADMTimeFrame,ADMPerc,Robot,RobotPlanned,RobotTimeFrame,DeptMedical,DeptED,DeptOR,DeptOther,DeptOtherName,EMAR_CPOE,CarouselsTimeFrame,CarouselsPlanned,Carousels,InventoryMgmt,PharmaceuticalSupplyVendorID,PharmaceuticalSupplyVendorName
99794,56049,856200,True,True,,99.0,False,False,,False,False,False,False,,,,False,False,1379.0,,
99812,56050,856773,False,True,Within 12-24 months,,False,False,,False,False,False,False,,,,False,False,1380.0,,
99813,56051,856778,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
99814,56052,856782,True,True,,40.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99815,56053,856785,True,True,,75.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
99816,56054,856787,True,True,,95.0,False,False,,False,True,True,True,OB/GYN,,,False,False,1379.0,,
99817,56055,856790,True,True,,25.0,False,False,,True,True,False,False,,,,False,False,1378.0,,
99818,56056,856794,True,True,,70.0,False,False,,True,True,False,False,,,,True,True,1379.0,,
99819,56056,856795,True,True,,92.0,False,False,,True,True,True,False,,,,True,True,1379.0,,
99820,56056,856796,True,True,,95.0,False,False,,True,True,True,False,,,,True,True,1379.0,,
99821,56056,856797,True,True,,92.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99785,56048,856163,True,True,,85.0,False,False,,True,True,True,False,,,,False,False,,,
99786,56048,856164,True,True,,75.0,False,False,,True,True,False,False,,,,False,False,,,
99787,56049,856193,True,True,,75.0,False,False,,False,False,False,False,,,,False,False,1380.0,,
99795,56049,856201,True,True,,85.0,True,False,,False,False,False,False,,,,False,False,1379.0,,
99796,56049,856202,True,False,,90.0,True,False,,True,True,True,True,"Cardiac Cath-Lab, Dialysis, Endoscopy, ICU, Pediatric, Radiology",,,False,True,1378.0,,
99797,56049,856203,True,True,,75.0,False,False,,False,False,False,False,,,,False,False,1378.0,,
99798,56049,856204,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
99799,56049,856205,True,True,,100.0,False,False,,False,False,False,False,,,,False,False,1379.0,,
99800,56049,856206,True,False,,95.0,False,False,,False,False,False,False,,,,True,True,1379.0,,
99801,56049,856207,True,True,,90.0,False,False,,False,False,False,False,,,,False,False,1379.0,,
99802,56049,856208,True,True,,50.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99803,56049,856209,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99773,56039,856087,True,True,,100.0,False,False,,False,True,False,False,,,,False,False,1378.0,,
99774,56040,856092,True,True,,,False,False,,False,True,False,False,,,,False,False,,,
99775,56041,856097,True,True,,10.0,False,False,,False,True,False,False,,,,False,False,1378.0,,
99875,56085,857443,True,False,,90.0,False,False,,True,False,False,False,,,,False,False,1378.0,,
99876,56086,857448,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99877,56087,857461,True,True,,100.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
99878,56088,857482,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
99879,56088,857483,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
99880,56089,857489,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99881,56090,857504,True,True,,80.0,True,False,,False,True,True,False,,,,False,True,,,
99882,56091,857525,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
101525,56091,878334,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
99883,56092,857542,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99884,56093,857551,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
99885,56093,857552,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
99886,56094,857575,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
99887,56095,857577,True,True,,50.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99888,56096,857591,True,True,,50.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
99889,56097,857595,True,True,,95.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
99890,56097,857596,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
103945,56097,904992,True,True,,75.0,False,False,,True,True,True,False,,,,False,False,,,
99891,56098,857621,True,True,,80.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99892,56098,857622,True,True,,85.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99893,56099,857641,True,True,,100.0,False,False,,True,True,True,False,,,,True,True,,,
99894,56100,857657,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,,,
99895,56100,857658,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,,,
99896,56101,857680,True,False,,80.0,False,False,,True,True,False,False,,,,False,False,1378.0,,
99897,56102,857687,True,True,,100.0,True,False,,True,True,True,False,,,,False,False,1379.0,,
99898,56103,857695,True,True,,95.0,False,False,,True,True,False,False,,,,False,False,1379.0,,
99899,56103,857696,True,True,,95.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99900,56103,857697,True,True,,95.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99901,56103,857698,True,True,,95.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99856,56076,857221,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
99857,56077,857233,True,True,,80.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99858,56077,857234,True,True,,80.0,False,False,,True,True,False,False,,,,False,False,1381.0,,
99859,56077,857235,True,True,,95.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
99860,56077,857236,True,True,,100.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
99861,56077,857237,True,True,,80.0,False,False,,True,True,False,False,,,,False,False,1381.0,,
99862,56077,857238,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99863,56077,857239,True,True,,80.0,False,False,,True,True,True,False,,,,False,False,,,
99864,56077,857240,True,True,,80.0,False,False,,True,True,True,False,,,,False,False,,,
99865,56077,857241,True,True,,85.0,False,False,,True,True,False,False,,,,False,False,1381.0,,
99866,56077,857242,True,True,,95.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
99867,56078,857350,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,,,
99868,56079,857353,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
99869,56080,857364,True,True,,100.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99870,56081,857408,True,False,,100.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99871,56082,857413,True,True,,100.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99872,56083,857421,True,True,,100.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99873,56083,857422,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99902,56104,857751,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99903,56104,857752,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99904,56104,857753,True,False,,80.0,False,False,,True,True,False,False,,,,False,False,1379.0,,
99905,56105,857788,True,False,,95.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
99906,56105,857789,True,False,,95.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
99907,56105,857790,True,False,,95.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
99908,56106,857881,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
99909,56107,857904,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
99910,56107,857905,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99911,56107,857906,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
99912,56107,857907,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
99913,56107,857908,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
99914,56107,857909,True,False,,85.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
101129,56107,873436,True,False,,,False,False,,True,True,True,False,,,,False,False,,,
101128,56107,873437,True,False,,,False,False,,True,True,True,False,,,,False,False,,,
100654,56070,868828,True,False,,75.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99849,56071,857104,True,True,>24 months,80.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99850,56072,857148,True,True,,90.0,True,False,,True,True,True,False,,,,False,False,,,
99851,56073,857170,True,True,>24 months,70.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
99853,56075,857190,False,False,,,False,False,,False,False,False,False,,,,False,False,,,
99854,56075,857191,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99915,56108,858148,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
99916,56108,858149,True,False,,85.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
99917,56108,858150,True,False,,85.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
102747,56108,891528,True,False,,100.0,True,False,,True,True,True,False,,,,False,True,1379.0,,
102748,56108,891529,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99919,56110,858197,True,True,,99.0,False,False,,True,False,False,False,,,,False,False,,,
99921,56112,858204,True,True,,93.0,False,False,,True,True,True,False,,,,True,True,1378.0,,
99924,56115,858228,True,True,Within 12-24 months,30.0,False,False,,True,True,True,False,,,,True,True,1380.0,,
99925,56115,858229,True,True,Within 12-24 months,30.0,False,False,,True,False,False,False,,,,False,False,1378.0,,
99930,56118,858345,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99931,56119,858362,True,False,,95.0,False,False,,True,True,True,True,"Endoscopy, Oncology, Radiology",,,False,False,1379.0,,
99932,56120,858376,True,False,,99.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99933,56120,858377,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
99934,56120,858378,True,False,,10.0,False,False,,False,False,False,False,,,,False,False,1379.0,,
99939,56125,858445,True,True,,60.0,True,False,,True,True,True,True,CCU,,,False,False,1379.0,,
99940,56126,858451,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
99941,56127,858455,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
99936,56122,858399,True,True,,60.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99944,56129,858491,True,True,,50.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
99959,56143,858707,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
99960,56144,858710,True,False,,,True,False,,False,False,False,False,,,,False,True,,,
99961,56144,858711,True,False,,75.0,True,False,,True,True,True,False,,,,False,True,,,
99962,56144,858712,True,False,,,True,False,,False,False,False,False,,,,False,True,,,
99963,56144,858713,True,False,,95.0,False,False,,True,True,True,True,"CCU, CSU, Dialysis, ICU, Infusion",,,False,False,1381.0,,
99964,56145,858746,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
99965,56146,858761,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,,,
99966,56147,858768,True,True,,85.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
99967,56148,858770,True,True,,50.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
99968,56149,858774,True,True,,30.0,False,False,,True,True,False,False,,,,False,False,1378.0,,
99969,56150,858781,True,True,,95.0,False,False,,True,True,False,False,,,,False,False,1379.0,,
99970,56151,858786,True,False,,,False,False,,True,True,True,False,,,,False,False,1379.0,,
99972,56153,858830,True,False,,35.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99973,56154,858863,True,True,,65.0,False,False,,True,True,True,False,,,,False,False,,,
99974,56155,858868,True,False,,,False,False,,True,True,True,False,,,,False,False,1381.0,,
99975,56156,858911,True,False,,40.0,True,False,,True,True,True,True,OB/GYN,,,False,True,1379.0,,
99980,56160,859014,True,False,,,False,False,,False,False,False,False,,,,False,False,,,
99981,56161,859018,True,False,,90.0,False,False,,True,True,False,False,,,,False,False,1378.0,,
99982,56162,859025,True,True,,95.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
99983,56163,859029,True,False,,,False,False,,True,True,True,False,,,,False,False,,,
99984,56163,859030,True,False,,,False,False,,True,True,False,False,,,,False,False,1378.0,,
99985,56163,859031,True,False,,90.0,False,False,,True,True,False,False,,,,False,False,1380.0,,
99986,56164,859065,True,False,,80.0,False,False,,True,True,True,False,,,,False,False,,,
99987,56164,859066,True,False,,80.0,False,False,,True,True,True,False,,,,False,False,,,
99988,56164,859067,True,False,,80.0,False,False,,True,True,True,False,,,,False,False,,,
99989,56164,859068,True,True,,60.0,False,False,,True,True,True,False,,,,False,False,,,
99990,56164,859069,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,,,
99994,56166,859147,True,True,,85.0,False,False,,True,True,False,False,,,,False,False,1379.0,,
99995,56167,859151,True,True,,95.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99996,56167,859152,True,True,,80.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
99997,56168,859164,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
99998,56169,859172,True,True,,75.0,False,False,,True,True,True,False,,,,False,False,,,
99999,56170,859177,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
100000,56171,859190,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
100001,56172,859196,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
99949,56134,858522,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
99950,56134,858523,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
99951,56135,858555,True,False,,30.0,True,False,,True,True,True,False,,,,False,True,1379.0,,
99953,56137,858595,True,True,,90.0,False,False,,True,True,False,False,,,,False,False,1378.0,,
99946,56131,858503,True,True,,95.0,False,False,,True,True,True,True,"ICU, OB/GYN",,,False,False,1379.0,,
99957,56141,858677,True,False,,90.0,False,False,,True,True,False,False,,,,False,False,1379.0,,
99978,56158,858940,True,False,,92.0,False,False,,True,True,True,False,,,,False,False,,,
100004,56175,859213,True,True,,60.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
100005,56176,859217,False,True,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
100006,56177,859220,True,True,,50.0,False,False,,True,True,False,False,,,,False,False,1379.0,,
100007,56178,859228,True,True,,95.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100008,56179,859233,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
100009,56180,859246,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
100010,56181,859252,True,True,,97.0,False,False,,True,True,False,False,,,,False,False,1378.0,,
100012,56183,859264,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
100013,56184,859269,True,True,,85.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100021,56192,859317,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
100022,56193,859320,True,True,,90.0,False,False,,True,True,True,True,"Behavioral Health, ICU, Maternity",,,False,False,1378.0,,
100032,56201,859462,False,False,,,False,False,,False,False,False,False,,,,False,False,1381.0,,
100033,56202,859467,True,False,,100.0,False,False,,True,True,False,False,,,,False,False,1380.0,,
100034,56203,859471,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
100035,56204,859476,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
100036,56204,859477,True,False,,90.0,False,False,,True,True,True,False,,,,False,True,1379.0,,
100037,56205,859527,True,False,,95.0,False,False,,True,True,True,False,,,,False,True,1378.0,,
100038,56205,859528,True,False,,95.0,False,False,,True,True,True,False,,,,False,True,1378.0,,
100039,56206,859563,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
100040,56208,859580,True,False,,85.0,False,False,,True,False,False,False,,,,False,False,1379.0,,
100041,56208,859581,True,False,,90.0,False,False,,True,False,False,False,,,,False,False,1379.0,,
100042,56208,859582,True,False,,95.0,False,False,,True,True,True,False,,,,False,True,1379.0,,
100043,56209,859607,True,True,,80.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100044,56210,859626,True,True,,95.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100045,56211,859638,True,True,,99.0,True,False,,True,False,True,False,,,,True,True,1379.0,,
100046,56212,859647,True,True,,98.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
100047,56213,859667,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
100048,56214,859682,True,False,,95.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100049,56214,859683,True,True,,50.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
100050,56215,859703,True,True,,100.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
100051,56216,859708,True,True,,50.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100017,56188,859290,True,True,,95.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
100027,56196,859378,False,False,,,False,False,,False,False,False,False,,,,False,False,1379.0,,
100028,56197,859381,True,False,,85.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
100030,56199,859400,True,True,,90.0,True,False,,True,True,True,False,,,,True,True,1381.0,,
100053,56218,859778,True,False,,60.0,False,False,,True,True,True,False,,,,False,True,1379.0,,
100054,56219,859788,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100064,56224,860053,True,False,,100.0,False,False,,False,False,False,False,,,,False,False,1380.0,,
100065,56225,860061,True,False,,90.0,False,False,,True,True,False,False,,,,False,False,1378.0,,
100066,56226,860067,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
100067,56227,860070,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100068,56228,860083,True,False,,75.0,False,False,,True,True,True,False,,,,False,False,,,
100069,56229,860085,True,False,,95.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100070,56230,860087,True,False,,100.0,False,False,,True,True,True,True,ICU,,,False,False,1378.0,,
100071,56231,860089,True,False,,90.0,False,False,,True,True,False,False,,,,False,False,1378.0,,
100072,56232,860098,True,True,,95.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100073,56233,860114,True,True,,35.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100074,56234,860119,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
100076,56236,860136,True,False,,25.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
100077,56237,860148,True,True,,80.0,True,False,,True,True,True,False,,,,True,True,1381.0,,
100080,56239,860172,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
100081,56240,860185,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
100082,56241,860193,True,True,,100.0,False,False,,False,True,True,False,,,,False,False,1379.0,,
100083,56242,860203,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
100084,56243,860217,True,True,,90.0,False,False,,True,True,False,False,,,,False,False,1378.0,,
100085,56244,860219,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
100086,56245,860231,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
100087,56246,860236,True,True,,90.0,True,False,,True,True,True,False,,,,True,True,1381.0,,
100088,56247,860272,True,False,,90.0,False,False,,True,True,False,False,,,,False,False,1379.0,,
100089,56248,860283,True,False,,25.0,False,False,,False,True,True,True,ICU,,,False,False,1380.0,,
100090,56249,860300,True,True,,35.0,True,False,,False,True,True,False,,,,False,False,1378.0,,
100091,56250,860321,True,False,,50.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
100092,56251,860323,True,True,,90.0,False,False,,True,True,False,False,,,,False,False,1378.0,,
100056,56221,859855,True,False,,85.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
100057,56222,859883,True,False,,90.0,False,False,,True,True,False,False,,,,False,False,1381.0,,
100058,56222,859884,True,False,,90.0,False,False,,True,True,True,True,"Cancer Care, Hospice, ICU, OB/GYN",,,False,True,1381.0,,
100059,56222,859885,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
100060,56222,859886,True,False,,90.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
100094,56253,860333,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100096,56255,860369,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100097,56256,860375,True,False,,95.0,False,False,,False,True,True,False,,,,False,False,1381.0,,
100098,56257,860384,True,False,,100.0,False,False,,True,True,False,False,,,,False,False,,,
100100,56259,860403,True,False,,30.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
100115,56259,860509,True,True,,90.0,False,False,,False,True,False,False,,,,False,False,1380.0,,
100101,56260,860412,True,False,,95.0,False,False,,True,True,True,False,,,,False,False,1379.0,,
100103,56262,860421,True,True,,75.0,False,False,,True,True,False,False,,,,False,False,1378.0,,
100104,56263,860427,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
100105,56264,860433,True,True,,100.0,True,True,Within 12 months,True,True,True,True,"Cardiology, Cath-lab, Endoscopy",,,False,False,1379.0,,
100107,56265,860449,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
100108,56266,860454,True,False,,50.0,False,False,,True,True,True,False,,,,False,False,1380.0,,
100109,56267,860459,True,True,,85.0,False,False,,True,True,True,True,OB/GYN,,,False,False,1381.0,,
100111,56269,860473,True,True,,90.0,False,False,,True,True,True,True,OB/GYN,,,False,False,1379.0,,
100112,56270,860485,True,True,,90.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100114,56272,860506,True,True,,100.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100124,56280,860646,True,True,,80.0,False,False,,True,True,False,False,,,,False,False,1381.0,,
100125,56281,860653,True,False,,50.0,False,False,,True,False,False,False,,,,False,False,1379.0,,
100129,56284,860666,True,True,,90.0,False,False,,False,True,True,False,,,,False,False,1380.0,,
100130,56284,860667,True,True,,95.0,False,False,,True,True,True,False,,,,False,False,1381.0,,
100132,56284,860669,True,True,,90.0,False,False,,True,True,False,False,,,,False,False,1379.0,,
100134,56285,860734,True,True,,80.0,False,False,,True,True,True,False,,,,False,False,1378.0,,
100135,56286,860738,False,False,,,False,False,,False,False,False,False,,,,False,False,1379.0,,
100136,56287,860741,False,False,,,False,False,,False,False,False,False,,,,False,False,1378.0,,
100137,56288,860745,False,False,,,False,False,,False,False,False,False,,,,False,False,1380.0,,
100118,56276,860531,True,True,,100.0,False,False,,True,True,False,False,,,,False,False,1381.0,,
100139,56290,860753,True,True,,75.0,False,False,,True,True,False,False,,,,False,False,,,
100140,56291,860756,True,True,,90.0,False,False,,True,True,False,False,,,,False,False,1379.0,,
