Id,SurveyId,HAEntityId,VendorId,VendorName,ProductId,ProductName,Type,NofDevices,ContractYear,ContractMonth,Qty
196020,56748,877350,-1,Not Reported,-1,Not Reported,ADM,,,,
196021,56748,877351,-1,Not Reported,-1,Not Reported,ADM,,,,
196022,56748,877352,-1,Not Reported,-1,Not Reported,ADM,,,,
196023,56748,877350,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196024,56748,877338,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196025,56748,877332,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196026,56748,877333,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196028,56748,877348,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196031,56748,877347,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
196058,57011,885134,-1,Not Reported,-1,Not Reported,ADM,,,,
196110,57012,885143,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196150,56903,880403,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
196160,56931,882628,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
196161,56931,882629,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
196189,57035,885573,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196294,56945,883850,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196323,56964,884069,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196324,56964,884066,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
196338,56424,862644,-1,Not Reported,-1,Not Reported,ADM,,,,
196358,57035,885572,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196407,56576,878467,-1,Not Reported,-1,Not Reported,ADM,38.0,2013.0,,
196422,56499,865437,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196463,57196,893459,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196467,57196,893456,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196605,57094,887536,-1,Not Reported,-1,Not Reported,ADM,,,,
196755,57094,887558,-1,Not Reported,-1,Not Reported,ADM,,,,
196790,64701,891703,-1,Not Reported,-1,Not Reported,ADM,,,,
196852,57152,890847,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
196861,57180,892071,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196862,57180,892071,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
196892,56692,873708,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
196928,57095,888609,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196934,57095,888573,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196940,57095,888578,-1,Not Reported,-1,Not Reported,ADM,,,,
196941,57095,888571,-1,Not Reported,-1,Not Reported,ADM,,,,
196925,57095,888575,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
196945,57095,888555,-1,Not Reported,-1,Not Reported,ADM,,,,
196976,57147,890157,-1,Not Reported,-1,Not Reported,ADM,,,,
196977,57147,890153,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196978,57147,890154,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196979,57147,890155,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196988,57095,888583,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196989,57095,888583,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
196991,57095,888584,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
196992,57095,888584,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
197034,57175,891135,-1,Not Reported,-1,Not Reported,ADM,,,,
197028,57175,891130,-1,Not Reported,-1,Not Reported,ADM,,,,
197030,57175,891140,-1,Not Reported,-1,Not Reported,ADM,,,,
197046,57095,888543,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197050,57095,888581,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
197051,57095,888598,-1,Not Reported,-1,Not Reported,ADM,,,,
197055,57095,888546,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197068,57095,888553,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
197080,57102,889567,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197098,57158,890940,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197114,57175,891137,-1,Not Reported,-1,Not Reported,ADM,,,,
197118,57153,901114,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
197194,57148,890371,-1,Not Reported,-1,Not Reported,ADM,,,,
197318,56980,884488,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
197426,57215,897122,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
197434,57383,901877,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197435,57383,901877,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
197445,57244,900428,-1,Not Reported,-1,Not Reported,ADM,,,,
197493,57094,887603,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197503,58432,909658,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197504,58432,909659,-1,Not Reported,-1,Not Reported,ADM,,,,
197507,58432,909674,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197508,58432,909677,-1,Not Reported,-1,Not Reported,ADM,,,,
197509,58432,909677,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197512,58432,909691,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197513,58432,909692,-1,Not Reported,-1,Not Reported,ADM,,,,
197514,58432,909692,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197515,58432,909698,-1,Not Reported,-1,Not Reported,ADM,,,,
197516,58432,909698,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197524,58432,909762,-1,Not Reported,-1,Not Reported,ADM,,,,
197529,58432,909754,-1,Not Reported,-1,Not Reported,ADM,,,,
197531,58432,909754,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
197540,58432,909761,-1,Not Reported,-1,Not Reported,ADM,,,,
197547,58432,909693,-1,Not Reported,-1,Not Reported,ADM,,,,
197548,58432,909693,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
197557,58432,909662,-1,Not Reported,-1,Not Reported,ADM,,,,
197558,56631,870443,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197606,58432,909710,-1,Not Reported,-1,Not Reported,ADM,,,,
197604,58432,909689,-1,Not Reported,-1,Not Reported,ADM,,,,
197610,58432,909683,-1,Not Reported,-1,Not Reported,ADM,,,,
197613,58432,909760,-1,Not Reported,-1,Not Reported,ADM,,,,
197614,58432,909696,-1,Not Reported,-1,Not Reported,ADM,,,,
197615,58432,909709,-1,Not Reported,-1,Not Reported,ADM,,,,
197623,58432,909656,-1,Not Reported,-1,Not Reported,ADM,,,,
197627,58432,909680,-1,Not Reported,-1,Not Reported,ADM,,,,
197649,58432,909678,-1,Not Reported,-1,Not Reported,ADM,,,,
197650,58432,909679,-1,Not Reported,-1,Not Reported,ADM,,,,
197682,57233,898137,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197691,57440,903778,-1,Not Reported,-1,Not Reported,ADM,,,,
197710,57240,900259,-1,Not Reported,-1,Not Reported,ADM,,,,
197711,57240,900255,-1,Not Reported,-1,Not Reported,ADM,,,,
197723,57238,899979,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197731,57240,900258,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
197764,56493,865252,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
197765,56493,865252,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197831,57397,903037,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197838,57221,897368,-1,Not Reported,-1,Not Reported,ADM,,,,
197833,57397,903018,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197864,57385,901965,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
197964,57397,903021,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
197984,57148,890374,-1,Not Reported,-1,Not Reported,ADM,6.0,,,
198040,57391,902313,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
198064,57387,902236,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
198073,57397,903028,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198082,57391,902315,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198083,57391,902315,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
198165,57581,906045,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198235,57228,897479,-1,Not Reported,-1,Not Reported,ADM,,,,
198243,57337,901223,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198244,57337,901223,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
198247,57597,907302,-1,Not Reported,-1,Not Reported,ADM,,,,
198299,57624,907645,-1,Not Reported,-1,Not Reported,ADM,,,,
198322,57202,894782,-1,Not Reported,-1,Not Reported,ADM,,,,
198371,57202,894774,-1,Not Reported,-1,Not Reported,ADM,,,,
198387,57590,906591,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198396,57590,906588,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198398,57590,906585,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198400,57590,906584,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198402,57590,906590,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198405,57590,906586,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198409,57590,906589,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198412,57590,906587,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198414,57590,906593,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198541,58432,912853,-1,Not Reported,-1,Not Reported,ADM,,,,
198542,58432,912853,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198566,57071,886211,-1,Not Reported,-1,Not Reported,ADM,,,,
198567,57071,886212,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198606,57392,902363,-1,Not Reported,-1,Not Reported,ADM,,,,
198620,58432,909696,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
198621,58432,909696,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
198627,58432,909711,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
198636,58432,909766,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
198648,57231,897534,-1,Not Reported,-1,Not Reported,ADM,,,,
198702,57594,907066,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
199014,63952,908297,-1,Not Reported,-1,Not Reported,ADM,2.0,,,
199025,63475,929487,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
199037,63582,930606,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
199068,63561,930479,-1,Not Reported,-1,Not Reported,ADM,3.0,,,
199147,63587,930753,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
199149,63586,930646,-1,Not Reported,-1,Not Reported,ADM,,,,
199153,57669,908296,-1,Not Reported,-1,Not Reported,ADM,2.0,,,
199157,63600,930877,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
199158,63600,930878,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
199168,63580,930581,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
199173,63438,928460,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
199179,63438,928462,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
199200,63450,929092,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
199229,63608,931272,-1,Not Reported,-1,Not Reported,ADM,3.0,,,
199249,63609,931355,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
199272,57234,942036,-1,Not Reported,-1,Not Reported,ADM,,,,
199383,63606,931230,-1,Not Reported,-1,Not Reported,ADM,1.0,2012.0,,
199394,63896,938037,-1,Not Reported,-1,Not Reported,ADM,,,,
199566,63681,933077,-1,Not Reported,-1,Not Reported,ADM,,,,
199572,56994,884742,-1,Not Reported,-1,Not Reported,ADM,,,,
199589,63691,933239,-1,Not Reported,-1,Not Reported,ADM,,,,
199709,58432,909688,-1,Not Reported,-1,Not Reported,ADM,,,,
199732,63999,942953,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
199733,63999,942953,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
199746,63999,942957,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
199749,63999,942951,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
199750,63999,942951,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
199803,63999,942954,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
199825,57581,935256,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
200095,63922,938458,-1,Not Reported,-1,Not Reported,ADM,,,,
200327,57002,884806,-1,Not Reported,-1,Not Reported,CAROUSEL,,,,
200322,63919,938300,-1,Not Reported,-1,Not Reported,ROBOTTECH,,,,
200434,56745,877068,-1,Not Reported,-1,Not Reported,ADM,,,,
200915,56729,963240,-1,Not Reported,-1,Not Reported,ADM,,,,
199548,63802,936111,282,BAXTER HEALTHCARE,7067,BAXA CORPORATION/FORHEALTH TECHNOLOGIES INC./INTELLIFILL I.V.,ROBOTTECH,,,,
196496,57197,893679,282,BAXTER HEALTHCARE,7067,BAXA CORPORATION/FORHEALTH TECHNOLOGIES INC./INTELLIFILL I.V.,ROBOTTECH,,,,
196341,56942,883542,282,BAXTER HEALTHCARE,7067,BAXA CORPORATION/FORHEALTH TECHNOLOGIES INC./INTELLIFILL I.V.,ROBOTTECH,,,,
196125,56967,884131,282,BAXTER HEALTHCARE,-1,Not Reported,ADM,3.0,2005.0,,
195768,56779,878180,282,BAXTER HEALTHCARE,7067,BAXA CORPORATION/FORHEALTH TECHNOLOGIES INC./INTELLIFILL I.V.,ROBOTTECH,,2005.0,,
195684,56855,879219,282,BAXTER HEALTHCARE,7067,BAXA CORPORATION/FORHEALTH TECHNOLOGIES INC./INTELLIFILL I.V.,ROBOTTECH,,,,
195484,56849,879064,282,BAXTER HEALTHCARE,6846,AUTROS HEALTHCARE SOLUTIONS,ADM,4.0,,,
195461,56843,879020,282,BAXTER HEALTHCARE,-1,Not Reported,ADM,,,,
195142,56569,868092,282,BAXTER HEALTHCARE,6846,AUTROS HEALTHCARE SOLUTIONS,ADM,,,,
194681,56501,865501,282,BAXTER HEALTHCARE,-1,Not Reported,ADM,1.0,,,
194078,56146,858761,282,BAXTER HEALTHCARE,6846,AUTROS HEALTHCARE SOLUTIONS,ADM,,,,
193753,56249,860300,282,BAXTER HEALTHCARE,-1,Not Reported,ADM,,,,
199338,63683,933131,470,CERNER CORPORATION,17574,RXSTATION,ADM,15.0,,,
194305,56053,856785,470,CERNER CORPORATION,17574,RXSTATION,ADM,9.0,,,
194467,56087,857461,470,CERNER CORPORATION,17574,RXSTATION,ADM,,,,
194468,56536,866638,470,CERNER CORPORATION,17574,RXSTATION,ADM,,,,
195460,57190,892695,470,CERNER CORPORATION,17574,RXSTATION,ADM,35.0,,,
195265,56623,870237,470,CERNER CORPORATION,17574,RXSTATION,ADM,15.0,2011.0,,
195564,56928,882339,470,CERNER CORPORATION,17574,RXSTATION,ADM,20.0,,,
195565,56928,882338,470,CERNER CORPORATION,17574,RXSTATION,ADM,8.0,,,
195797,56924,881772,470,CERNER CORPORATION,17574,RXSTATION,ADM,10.0,2012.0,,
196412,57098,889343,470,CERNER CORPORATION,17574,RXSTATION,ADM,6.0,2010.0,,
198557,63427,927162,470,CERNER CORPORATION,17574,RXSTATION,ADM,,,,
198227,57589,906582,470,CERNER CORPORATION,17574,RXSTATION,ADM,6.0,,,
197629,58432,909681,470,CERNER CORPORATION,17574,RXSTATION,ADM,174.0,2011.0,,
197430,57215,897126,470,CERNER CORPORATION,17574,RXSTATION,ADM,,,,
197357,56493,865252,470,CERNER CORPORATION,17574,RXSTATION,ADM,,,,
197355,56493,865251,470,CERNER CORPORATION,17574,RXSTATION,ADM,,,,
196873,57094,887561,470,CERNER CORPORATION,-1,Not Reported,ADM,,,,
196887,57213,896990,813,DIEBOLD INC.,-1,Not Reported,ADM,2.0,,,
197070,57095,888589,813,DIEBOLD INC.,-1,Not Reported,ADM,47.0,,,
197044,57095,888588,813,DIEBOLD INC.,-1,Not Reported,ADM,2.0,,,
196986,57095,888587,813,DIEBOLD INC.,-1,Not Reported,ADM,3.0,,,
196923,57095,888586,813,DIEBOLD INC.,-1,Not Reported,ADM,2.0,,,
196462,57196,893459,813,DIEBOLD INC.,-1,Not Reported,ADM,40.0,,,
196315,57203,894953,813,DIEBOLD INC.,-1,Not Reported,ADM,,,,
196255,57203,894954,813,DIEBOLD INC.,-1,Not Reported,ADM,,,,
195524,56844,879027,813,DIEBOLD INC.,-1,Not Reported,ADM,7.0,,,
194805,56508,865747,813,DIEBOLD INC.,-1,Not Reported,ADM,15.0,,,
194028,56316,861347,2145,OMNICARE INC.,-1,Not Reported,ADM,20.0,,,
193682,56102,857687,2145,OMNICARE INC.,-1,Not Reported,ADM,,,,
194282,56085,857443,2145,OMNICARE INC.,2490,ACCU-MED/ACCUMAX,ADM,,,,
198809,58444,928526,2145,OMNICARE INC.,-1,Not Reported,ADM,,,,
198799,58434,911314,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,6.0,2003.0,,
198801,58434,911331,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198805,58434,911462,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198780,58444,928527,2147,OMNICELL,182,BAXTER HEALTHCARE CORPORATION/SURE-MED,ADM,,2010.0,,
198781,63447,928858,2147,OMNICELL,182,BAXTER HEALTHCARE CORPORATION/SURE-MED,ADM,,,,
198782,58444,928523,2147,OMNICELL,-1,Not Reported,ADM,,,,
198783,58434,911315,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198778,63447,928859,2147,OMNICELL,182,BAXTER HEALTHCARE CORPORATION/SURE-MED,ADM,1.0,,,
198785,58434,911366,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198787,63447,928857,2147,OMNICELL,182,BAXTER HEALTHCARE CORPORATION/SURE-MED,ADM,80.0,,,
198788,58444,928528,2147,OMNICELL,-1,Not Reported,ADM,,,,
198790,58444,928525,2147,OMNICELL,-1,Not Reported,ADM,,,,
198792,58444,928524,2147,OMNICELL,-1,Not Reported,ADM,,,,
198795,63448,928927,2147,OMNICELL,7664,OMNIRX COLOR TOUCH,ADM,11.0,,,
198797,58434,911313,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,6.0,,,
198738,58434,911339,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198740,58434,911310,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198742,58434,911446,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198744,57445,903844,2147,OMNICELL,-1,Not Reported,ROBOTTECH,,,,
198745,57445,903844,2147,OMNICELL,7033,PHARMACYCENTRAL,ADM,9.0,,,
198746,58434,911468,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198748,58434,911420,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198750,58434,911365,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198754,57445,903845,2147,OMNICELL,7033,PHARMACYCENTRAL,ADM,6.0,,,
198755,57445,903845,2147,OMNICELL,-1,Not Reported,ROBOTTECH,,,,
198756,58434,911407,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198758,57445,903847,2147,OMNICELL,7033,PHARMACYCENTRAL,ADM,7.0,,,
198759,57445,903847,2147,OMNICELL,-1,Not Reported,ROBOTTECH,,,,
198760,58434,911458,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198761,57445,903846,2147,OMNICELL,7033,PHARMACYCENTRAL,ADM,50.0,,,
198762,57445,903846,2147,OMNICELL,-1,Not Reported,ROBOTTECH,,,,
198752,58434,911335,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198764,57666,908364,2147,OMNICELL,182,BAXTER HEALTHCARE CORPORATION/SURE-MED,ADM,,,,
198765,63578,930559,2147,OMNICELL,7664,OMNIRX COLOR TOUCH,ADM,3.0,2011.0,,
198774,58434,911450,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198776,58434,911368,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198819,58434,911443,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,18.0,,,
198816,58434,911457,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198827,58434,911431,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
198832,58434,911371,2147,OMNICELL,7033,PHARMACYCENTRAL,ADM,,,,
198833,57497,904470,2147,OMNICELL,7664,OMNIRX COLOR TOUCH,ADM,3.0,,,
198834,58434,911464,2147,OMNICELL,1858,AESYNT INCORPORATED/MCKESSON/ACUDOSE-RX,ADM,,,,
